# <seq_name> <frame.png> <n_obj> <n_qualified> <rmin> <rmax> <lidar_noise_std_m>
# {"root": "E:/data_collect", "max_range": 20.0, "min_inside": 8, "min_z": 0.5, "lidar_offset": 6, "mode": "any", "modalities": ["rgb", "ir", "lidar"], "train_ratio": 0.8, "seed": 0}
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 61.7405.png 2 1 6.33 6.33 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 61.8072.png 2 1 5.20 5.20 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 61.8739.png 2 1 4.09 4.09 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 61.9406.png 2 1 3.11 3.11 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 62.0073.png 2 1 2.32 2.32 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 62.0740.png 2 1 1.74 1.74 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.0078.png 2 1 2.94 2.94 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.0745.png 2 1 3.31 3.31 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.1412.png 2 1 3.75 3.75 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.2079.png 2 1 4.24 4.24 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.2746.png 2 1 4.77 4.77 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.3413.png 2 1 5.31 5.31 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.4080.png 2 1 5.86 5.86 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.4747.png 2 1 6.43 6.43 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.5414.png 2 1 7.00 7.00 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.6081.png 2 1 7.57 7.57 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.6748.png 2 1 8.13 8.13 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.7415.png 2 1 8.68 8.68 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.8082.png 2 1 9.21 9.21 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.8749.png 2 1 9.69 9.69 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 63.9416.png 2 1 10.12 10.12 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 64.0083.png 2 1 10.48 10.48 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 64.0750.png 2 1 10.77 10.77 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 64.1417.png 2 1 10.97 10.97 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 65.2089.png 2 1 7.41 7.41 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 65.2756.png 2 1 7.39 7.39 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 65.3423.png 2 1 7.46 7.46 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 65.4090.png 2 1 7.61 7.61 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 65.4757.png 2 1 7.80 7.80 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 65.5424.png 2 1 8.02 8.02 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 65.6091.png 2 1 8.24 8.24 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 65.6758.png 2 1 8.45 8.45 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 65.7425.png 2 1 8.65 8.65 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 65.8092.png 2 1 8.83 8.83 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 65.8759.png 2 1 9.06 9.06 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 65.9426.png 2 1 9.36 9.36 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 66.0093.png 2 1 9.72 9.72 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 66.5429.png 2 1 11.52 11.52 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 66.6096.png 2 1 11.53 11.53 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 66.6763.png 2 1 11.52 11.52 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 66.7430.png 2 1 11.47 11.47 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 66.8097.png 2 1 11.42 11.42 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 66.8764.png 2 1 11.35 11.35 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 66.9431.png 2 1 11.28 11.28 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.0098.png 2 1 11.22 11.22 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.0765.png 2 1 11.17 11.17 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.1432.png 2 1 11.14 11.14 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.2099.png 2 1 11.13 11.13 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.2766.png 2 1 11.16 11.16 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.3433.png 2 1 11.23 11.23 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.4100.png 2 1 11.35 11.35 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.4767.png 2 1 11.51 11.51 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.5434.png 2 1 11.71 11.71 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.6101.png 2 1 11.94 11.94 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.6768.png 2 1 12.19 12.19 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.7435.png 2 1 12.48 12.48 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.8102.png 2 1 12.75 12.75 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.8769.png 2 1 12.99 12.99 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 67.9436.png 2 1 13.20 13.20 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.0103.png 2 1 13.35 13.35 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.0770.png 2 1 13.47 13.47 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.1437.png 2 1 13.54 13.54 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.2104.png 2 1 13.56 13.56 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.2771.png 2 1 13.55 13.55 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.3438.png 2 1 13.51 13.51 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.4105.png 2 1 13.43 13.43 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.4772.png 2 1 13.32 13.32 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.5439.png 2 1 13.20 13.20 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.6106.png 2 1 13.07 13.07 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.6773.png 2 1 12.93 12.93 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.7440.png 2 1 12.79 12.79 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.8107.png 2 1 12.67 12.67 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.8774.png 2 1 12.56 12.56 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 68.9441.png 2 1 12.48 12.48 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.0108.png 2 1 12.43 12.43 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.0775.png 2 1 12.42 12.42 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.1442.png 2 1 12.46 12.46 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.2109.png 2 1 12.55 12.55 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.2776.png 2 1 12.70 12.70 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.3443.png 2 1 12.92 12.92 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.4110.png 2 1 13.19 13.19 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.4777.png 2 1 13.53 13.53 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.5444.png 2 1 13.84 13.84 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.6111.png 2 1 14.14 14.14 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.6778.png 2 1 14.42 14.42 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.7445.png 2 1 14.65 14.65 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.8112.png 2 1 14.84 14.84 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.8779.png 2 1 14.98 14.98 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 69.9446.png 2 1 15.08 15.08 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.0113.png 2 1 15.13 15.13 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.0780.png 2 2 15.13 19.51 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.1447.png 2 2 15.10 18.80 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.2114.png 2 2 15.03 18.07 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.2781.png 2 2 14.94 17.34 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.3448.png 2 2 14.81 16.60 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.4115.png 2 2 14.67 15.85 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.4782.png 2 2 14.51 15.10 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.5449.png 2 2 14.34 14.34 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.6116.png 2 2 13.57 14.18 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.6783.png 2 2 12.81 14.02 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.7450.png 2 2 12.03 13.87 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.8117.png 2 2 11.26 13.74 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.8784.png 2 2 10.48 13.64 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 70.9451.png 2 2 9.70 13.58 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.0118.png 2 2 8.92 13.55 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.0785.png 2 2 8.15 13.56 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.1452.png 2 2 7.38 13.63 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.2119.png 2 2 6.62 13.74 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.2786.png 2 2 5.89 13.90 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.3453.png 2 2 5.25 14.12 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.4120.png 2 2 4.70 14.36 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.4787.png 2 1 14.59 14.59 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.5454.png 2 1 14.80 14.80 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.6121.png 2 1 15.00 15.00 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.6788.png 2 1 15.17 15.17 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.7455.png 2 1 15.32 15.32 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.8122.png 2 1 15.45 15.45 0.0
No-MotionBlur/carla_data/00002/clear_day/DJI-mavic-mini=DJI-phantom4 71.8789.png 2 1 15.55 15.55 0.0
