# <seq_name> <frame.png> <n_obj> <zmin> <zmax>
# {"root": "D:/data_collect", "max_dist": 8.0, "mode": "all", "metric": "z", "min_z": 0.5, "max_objects": 0, "train_ratio": 0.8, "seed": 0}
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 2.5333.png 1 4.93 4.93
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 2.6000.png 1 4.95 4.95
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 2.6667.png 1 4.97 4.97
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 2.7333.png 1 4.98 4.98
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 2.8000.png 1 5.00 5.00
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 2.8667.png 1 5.01 5.01
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 2.9333.png 1 5.03 5.03
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.0000.png 1 5.04 5.04
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.0667.png 1 5.06 5.06
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.1333.png 1 5.07 5.07
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.2000.png 1 5.09 5.09
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.2667.png 1 5.10 5.10
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.3333.png 1 5.12 5.12
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.4000.png 1 5.13 5.13
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.4667.png 1 5.15 5.15
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.5333.png 1 5.16 5.16
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.6000.png 1 5.18 5.18
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.6667.png 1 5.19 5.19
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.7333.png 1 5.21 5.21
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.8000.png 1 5.22 5.22
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.8667.png 1 5.24 5.24
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 3.9333.png 1 5.25 5.25
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.0000.png 1 5.27 5.27
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.0667.png 1 5.29 5.29
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.1333.png 1 5.27 5.27
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.2000.png 1 5.24 5.24
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.2667.png 1 5.20 5.20
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.3333.png 1 5.16 5.16
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.4000.png 1 5.12 5.12
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.4667.png 1 5.09 5.09
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.5333.png 1 5.05 5.05
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.6000.png 1 5.01 5.01
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.6667.png 1 4.97 4.97
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.7333.png 1 4.93 4.93
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.8000.png 1 4.90 4.90
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.8667.png 1 4.86 4.86
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 4.9333.png 1 4.82 4.82
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.0000.png 1 4.78 4.78
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.0667.png 1 4.75 4.75
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.1333.png 1 4.71 4.71
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.2000.png 1 4.67 4.67
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.2667.png 1 4.63 4.63
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.3333.png 1 4.59 4.59
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.4000.png 1 4.56 4.56
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.4667.png 1 4.52 4.52
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.5333.png 1 4.48 4.48
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.6000.png 1 4.44 4.44
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.6667.png 1 4.41 4.41
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.7333.png 1 4.41 4.41
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.8000.png 1 4.42 4.42
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.8667.png 1 4.43 4.43
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 5.9333.png 1 4.43 4.43
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.0000.png 1 4.44 4.44
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.0667.png 1 4.45 4.45
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.1333.png 1 4.46 4.46
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.2000.png 1 4.46 4.46
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.2667.png 1 4.47 4.47
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.3333.png 1 4.48 4.48
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.4000.png 1 4.49 4.49
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.4667.png 1 4.49 4.49
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.5333.png 1 4.50 4.50
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.6000.png 1 4.51 4.51
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.6667.png 1 4.52 4.52
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.7333.png 1 4.52 4.52
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.8000.png 1 4.53 4.53
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.8667.png 1 4.54 4.54
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 6.9333.png 1 4.55 4.55
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.0000.png 1 4.55 4.55
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.0667.png 1 4.56 4.56
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.1333.png 1 4.57 4.57
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.2000.png 1 4.58 4.58
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.2667.png 1 4.58 4.58
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.3333.png 1 4.59 4.59
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.4000.png 1 4.60 4.60
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.4667.png 1 4.61 4.61
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.5333.png 1 4.61 4.61
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.6000.png 1 4.62 4.62
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.6667.png 1 4.63 4.63
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.7333.png 1 4.64 4.64
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.8000.png 1 4.64 4.64
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.8667.png 1 4.65 4.65
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 7.9333.png 1 4.66 4.66
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.0000.png 1 4.67 4.67
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.0667.png 1 4.67 4.67
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.1333.png 1 4.68 4.68
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.2000.png 1 4.69 4.69
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.2667.png 1 4.70 4.70
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.3333.png 1 4.70 4.70
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.4000.png 1 4.71 4.71
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.4667.png 1 4.72 4.72
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.5333.png 1 4.73 4.73
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.6000.png 1 4.74 4.74
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.6667.png 1 4.76 4.76
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.7333.png 1 4.77 4.77
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.8000.png 1 4.79 4.79
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.8667.png 1 4.81 4.81
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 8.9333.png 1 4.83 4.83
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.0000.png 1 4.84 4.84
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.0667.png 1 4.86 4.86
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.1333.png 1 4.88 4.88
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.2000.png 1 4.90 4.90
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.2667.png 1 4.91 4.91
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.3333.png 1 4.93 4.93
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.4000.png 1 4.95 4.95
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.4667.png 1 4.95 4.95
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.5333.png 1 4.93 4.93
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.6000.png 1 4.90 4.90
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.6667.png 1 4.87 4.87
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.7333.png 1 4.84 4.84
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.8000.png 1 4.82 4.82
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.8667.png 1 4.79 4.79
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 9.9333.png 1 4.76 4.76
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.0000.png 1 4.74 4.74
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.0667.png 1 4.71 4.71
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.1333.png 1 4.68 4.68
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.2000.png 1 4.65 4.65
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.2667.png 1 4.63 4.63
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.3333.png 1 4.60 4.60
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.4000.png 1 4.57 4.57
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.4667.png 1 4.54 4.54
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.5333.png 1 4.52 4.52
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.6000.png 1 4.49 4.49
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.6667.png 1 4.46 4.46
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.7333.png 1 4.43 4.43
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.8000.png 1 4.41 4.41
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.8667.png 1 4.38 4.38
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 10.9333.png 1 4.35 4.35
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.0000.png 1 4.32 4.32
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.0667.png 1 4.30 4.30
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.1333.png 1 4.27 4.27
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.2000.png 1 4.24 4.24
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.2667.png 1 4.22 4.22
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.3333.png 1 4.19 4.19
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.4000.png 1 4.16 4.16
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.4667.png 1 4.13 4.13
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.5333.png 1 4.11 4.11
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.6000.png 1 4.08 4.08
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.6667.png 1 4.05 4.05
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.7333.png 1 4.04 4.04
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.8000.png 1 4.04 4.04
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.8667.png 1 4.04 4.04
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 11.9333.png 1 4.04 4.04
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.0000.png 1 4.04 4.04
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.0667.png 1 4.04 4.04
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.1333.png 1 4.04 4.04
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.2000.png 1 4.04 4.04
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.2667.png 1 4.04 4.04
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.3333.png 1 4.03 4.03
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.4000.png 1 4.03 4.03
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.4667.png 1 4.03 4.03
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.5333.png 1 4.03 4.03
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.6000.png 1 4.03 4.03
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.6667.png 1 4.03 4.03
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.7333.png 1 4.04 4.04
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.8000.png 1 4.06 4.06
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.8667.png 1 4.07 4.07
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 12.9333.png 1 4.08 4.08
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.0000.png 1 4.09 4.09
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.0667.png 1 4.10 4.10
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.1333.png 1 4.12 4.12
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.2000.png 1 4.13 4.13
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.2667.png 1 4.14 4.14
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.3333.png 1 4.15 4.15
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.4000.png 1 4.16 4.16
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.4667.png 1 4.18 4.18
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.5333.png 1 4.19 4.19
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.6000.png 1 4.20 4.20
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.6667.png 1 4.21 4.21
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.7333.png 1 4.22 4.22
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.8000.png 1 4.23 4.23
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.8667.png 1 4.25 4.25
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 13.9333.png 1 4.26 4.26
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 14.0000.png 1 4.27 4.27
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 14.0667.png 1 4.28 4.28
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2 14.1333.png 1 4.29 4.29
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.0000.png 1 4.16 4.16
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.0667.png 1 4.18 4.18
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.1333.png 1 4.21 4.21
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.2000.png 1 4.24 4.24
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.2667.png 1 4.27 4.27
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.3333.png 1 4.29 4.29
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.4000.png 1 4.32 4.32
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.4667.png 1 4.35 4.35
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.5333.png 1 4.38 4.38
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.6000.png 1 4.41 4.41
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.6667.png 1 4.43 4.43
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.7333.png 1 4.46 4.46
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.8000.png 1 4.49 4.49
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.8667.png 1 4.52 4.52
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 0.9333.png 1 4.54 4.54
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.0000.png 1 4.57 4.57
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.0667.png 1 4.60 4.60
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.1333.png 1 4.63 4.63
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.2000.png 1 4.66 4.66
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.2667.png 1 4.68 4.68
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.3333.png 1 4.67 4.67
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.4000.png 1 4.61 4.61
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.4667.png 1 4.55 4.55
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.5333.png 1 4.50 4.50
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.6000.png 1 4.44 4.44
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.6667.png 1 4.38 4.38
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.7333.png 1 4.33 4.33
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.8000.png 1 4.27 4.27
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.8667.png 1 4.21 4.21
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 1.9333.png 1 4.16 4.16
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.0000.png 1 4.10 4.10
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.0667.png 1 4.04 4.04
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.1333.png 1 3.99 3.99
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.2000.png 1 3.93 3.93
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.2667.png 1 3.87 3.87
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.3333.png 1 3.82 3.82
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.4000.png 1 3.76 3.76
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.4667.png 1 3.70 3.70
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.5333.png 1 3.65 3.65
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.6000.png 1 3.59 3.59
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.6667.png 1 3.54 3.54
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.7333.png 1 3.48 3.48
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.8000.png 1 3.42 3.42
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.8667.png 1 3.37 3.37
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 2.9333.png 1 3.30 3.30
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.0000.png 1 3.23 3.23
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.0667.png 1 3.15 3.15
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.1333.png 1 3.08 3.08
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.2000.png 1 3.01 3.01
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.2667.png 1 2.94 2.94
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.3333.png 1 2.87 2.87
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.4000.png 1 2.80 2.80
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.4667.png 1 2.73 2.73
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.5333.png 1 2.69 2.69
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.6000.png 1 2.67 2.67
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.6667.png 1 2.64 2.64
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.7333.png 1 2.61 2.61
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.8000.png 1 2.58 2.58
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.8667.png 1 2.55 2.55
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 3.9333.png 1 2.52 2.52
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 4.0000.png 1 2.49 2.49
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 4.0667.png 1 2.46 2.46
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 4.1333.png 1 2.43 2.43
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 4.2000.png 1 2.41 2.41
PowerPlant_Capture/carla_data/00001/clear_day/DJI-avata2_up 4.2667.png 1 2.38 2.38
