# <seq_name> <frame.png> <n_obj> <angmin> <angmax>
# {"root": "E:/data_collect", "max_dist": 36.0, "mode": "all", "metric": "angsize", "min_z": 0.5, "max_objects": 0, "train_ratio": 0.8, "seed": 0, "min_ang": 0.0724, "max_ang": 0.2005}
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 63.1780.png 2 0.13 0.16
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 63.2447.png 2 0.13 0.17
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 63.3114.png 2 0.13 0.18
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 63.3781.png 2 0.12 0.19
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 63.4448.png 2 0.12 0.19
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 63.5115.png 2 0.12 0.20
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.0451.png 2 0.11 0.20
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.1118.png 2 0.12 0.20
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.1785.png 2 0.12 0.19
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.2452.png 2 0.12 0.19
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.3119.png 2 0.12 0.18
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.3786.png 2 0.12 0.17
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.4453.png 2 0.12 0.17
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.5120.png 2 0.12 0.16
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.5787.png 2 0.12 0.16
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.6454.png 2 0.12 0.15
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.7121.png 2 0.13 0.14
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.7788.png 2 0.13 0.14
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.8455.png 2 0.13 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.9122.png 2 0.13 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 64.9789.png 2 0.12 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 65.0456.png 2 0.12 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 65.1123.png 2 0.11 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 65.1790.png 2 0.11 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 65.2457.png 2 0.10 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 65.3124.png 2 0.10 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 65.3791.png 2 0.09 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 65.4458.png 2 0.09 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 65.5125.png 2 0.08 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 65.5792.png 2 0.08 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 65.6459.png 2 0.07 0.13
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 66.7798.png 2 0.07 0.12
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 66.8465.png 2 0.08 0.12
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 66.9132.png 2 0.08 0.12
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 66.9799.png 2 0.08 0.12
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 67.0466.png 2 0.08 0.12
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 67.1133.png 2 0.08 0.12
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 67.1800.png 2 0.09 0.12
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 67.2467.png 2 0.09 0.12
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 67.3134.png 2 0.09 0.12
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 67.3801.png 2 0.09 0.12
No-MotionBlur/carla_data/00002/clear_day/Matrice-600-Pro=m210-rtk 67.4468.png 2 0.09 0.11
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 71.1957.png 2 0.08 0.09
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 71.2624.png 2 0.08 0.09
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 71.3291.png 2 0.09 0.09
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 71.3958.png 2 0.09 0.10
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 71.4625.png 2 0.09 0.11
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 71.5292.png 2 0.09 0.13
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 71.5959.png 2 0.09 0.15
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 71.6626.png 2 0.10 0.17
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 71.7293.png 2 0.10 0.20
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.0633.png 2 0.08 0.19
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.1300.png 2 0.08 0.17
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.1967.png 2 0.08 0.15
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.2634.png 2 0.08 0.14
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.3301.png 2 0.08 0.13
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.3968.png 2 0.08 0.12
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.4635.png 2 0.09 0.11
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.5302.png 2 0.09 0.10
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.5969.png 2 0.09 0.10
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.6636.png 2 0.09 0.10
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.7303.png 2 0.09 0.10
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.7970.png 2 0.08 0.09
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.8637.png 2 0.08 0.09
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.9304.png 2 0.08 0.09
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 73.9971.png 2 0.07 0.08
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 74.0638.png 2 0.07 0.08
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 75.2644.png 2 0.07 0.08
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 75.3311.png 2 0.08 0.08
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 75.3978.png 2 0.08 0.08
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 75.4645.png 2 0.08 0.08
No-MotionBlur/carla_data/00002/clear_night/DJI-mavic-mini=DJI-avata2 75.5312.png 2 0.07 0.08
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 112.5536.png 2 0.07 0.18
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 112.6203.png 2 0.08 0.18
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 112.6870.png 2 0.09 0.17
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 112.7537.png 2 0.10 0.17
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 112.8204.png 2 0.11 0.16
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 112.8871.png 2 0.12 0.16
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 112.9538.png 2 0.14 0.16
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 113.0205.png 2 0.15 0.17
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.0882.png 2 0.13 0.18
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.1549.png 2 0.13 0.16
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.2216.png 2 0.13 0.14
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.2883.png 2 0.13 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.3550.png 2 0.12 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.4217.png 2 0.11 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.4884.png 2 0.10 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.5551.png 2 0.10 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.6218.png 2 0.09 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.6885.png 2 0.09 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.7552.png 2 0.09 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.8219.png 2 0.09 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.8886.png 2 0.09 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 115.9553.png 2 0.09 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.0220.png 2 0.09 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.0887.png 2 0.09 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.1554.png 2 0.09 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.2221.png 2 0.10 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.2888.png 2 0.10 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.3555.png 2 0.10 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.4222.png 2 0.11 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.4889.png 2 0.11 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.5556.png 2 0.12 0.12
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.6223.png 2 0.12 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.6890.png 2 0.12 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.7557.png 2 0.12 0.14
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.8224.png 2 0.12 0.14
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.8891.png 2 0.12 0.14
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 116.9558.png 2 0.12 0.14
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 117.0225.png 2 0.12 0.14
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 117.0892.png 2 0.12 0.14
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 117.1559.png 2 0.12 0.14
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 117.2226.png 2 0.12 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 117.2893.png 2 0.12 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 117.3560.png 2 0.12 0.13
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 117.4227.png 2 0.12 0.12
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 117.4894.png 2 0.12 0.12
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 117.5561.png 2 0.12 0.12
No-MotionBlur/carla_data/00002/clear_night/Matrice-600-Pro=m210-rtk 117.6228.png 2 0.11 0.11
No-MotionBlur/carla_data/00002/fog_day/Matrice-600-Pro=m210-rtk 10.4819.png 2 0.09 0.17
No-MotionBlur/carla_data/00002/fog_day/Matrice-600-Pro=m210-rtk 10.5486.png 2 0.09 0.17
No-MotionBlur/carla_data/00002/fog_day/Matrice-600-Pro=m210-rtk 10.6153.png 2 0.09 0.17
No-MotionBlur/carla_data/00002/fog_day/Matrice-600-Pro=m210-rtk 10.6820.png 2 0.09 0.17
No-MotionBlur/carla_data/00002/fog_day/Matrice-600-Pro=m210-rtk 10.7487.png 2 0.08 0.17
No-MotionBlur/carla_data/00002/fog_day/Matrice-600-Pro=m210-rtk 10.8154.png 2 0.08 0.16
No-MotionBlur/carla_data/00002/fog_day/Matrice-600-Pro=m210-rtk 10.8821.png 2 0.08 0.16
No-MotionBlur/carla_data/00002/fog_day/Matrice-600-Pro=m210-rtk 10.9488.png 2 0.07 0.16
No-MotionBlur/carla_data/00002/fog_day/Matrice-600-Pro=m210-rtk 11.0155.png 2 0.07 0.15
No-MotionBlur/carla_data/00002/fog_day/Matrice-600-Pro=m210-rtk 11.0822.png 2 0.07 0.15
No-MotionBlur/carla_data/00002/fog_night/DJI-mavic-mini=DJI-avata2 69.6011.png 2 0.09 0.11
No-MotionBlur/carla_data/00002/fog_night/DJI-mavic-mini=DJI-avata2 69.6678.png 2 0.10 0.12
No-MotionBlur/carla_data/00002/fog_night/DJI-mavic-mini=DJI-avata2 69.7345.png 2 0.12 0.13
No-MotionBlur/carla_data/00002/fog_night/DJI-mavic-mini=DJI-avata2 69.8012.png 2 0.14 0.14
No-MotionBlur/carla_data/00002/fog_night/DJI-mavic-mini=DJI-avata2 69.8679.png 2 0.15 0.17
No-MotionBlur/carla_data/00002/fog_night/DJI-mavic-mini=DJI-avata2 72.1357.png 2 0.07 0.09
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 57.2792.png 2 0.07 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 57.3459.png 2 0.08 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 57.4126.png 2 0.09 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 57.4793.png 2 0.10 0.18
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 57.5460.png 2 0.11 0.18
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 57.6127.png 2 0.13 0.19
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 57.6794.png 2 0.15 0.19
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 59.7471.png 2 0.15 0.20
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 59.8138.png 2 0.14 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 59.8805.png 2 0.14 0.15
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 59.9472.png 2 0.14 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.0139.png 2 0.12 0.13
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.0806.png 2 0.11 0.13
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.1473.png 2 0.11 0.13
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.2140.png 2 0.10 0.13
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.2807.png 2 0.10 0.13
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.3474.png 2 0.09 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.4141.png 2 0.09 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.4808.png 2 0.09 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.5475.png 2 0.09 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.6142.png 2 0.09 0.15
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.6809.png 2 0.09 0.15
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.7476.png 2 0.09 0.16
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.8143.png 2 0.09 0.16
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.8810.png 2 0.09 0.16
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 60.9477.png 2 0.10 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.0144.png 2 0.10 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.0811.png 2 0.10 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.1478.png 2 0.11 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.2145.png 2 0.11 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.2812.png 2 0.12 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.3479.png 2 0.12 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.4146.png 2 0.13 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.4813.png 2 0.14 0.16
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.5480.png 2 0.15 0.16
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.6147.png 2 0.15 0.15
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.6814.png 2 0.15 0.16
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.7481.png 2 0.14 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.8148.png 2 0.14 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.8815.png 2 0.13 0.18
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 61.9482.png 2 0.13 0.18
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.0149.png 2 0.12 0.19
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.0816.png 2 0.12 0.19
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.1483.png 2 0.11 0.19
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.2150.png 2 0.11 0.19
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.2817.png 2 0.11 0.19
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.3484.png 2 0.11 0.19
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.4151.png 2 0.11 0.18
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.4818.png 2 0.11 0.18
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.5485.png 2 0.11 0.18
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.6152.png 2 0.11 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.6819.png 2 0.11 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.7486.png 2 0.11 0.17
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.8153.png 2 0.11 0.16
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.8820.png 2 0.11 0.16
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 62.9487.png 2 0.11 0.15
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.0154.png 2 0.12 0.15
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.0821.png 2 0.12 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.1488.png 2 0.12 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.2155.png 2 0.13 0.13
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.2822.png 2 0.13 0.13
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.3489.png 2 0.12 0.13
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.4156.png 2 0.12 0.13
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.4823.png 2 0.11 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.5490.png 2 0.11 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.6157.png 2 0.10 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.6824.png 2 0.10 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.7491.png 2 0.09 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.8158.png 2 0.09 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.8825.png 2 0.09 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 63.9492.png 2 0.08 0.15
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 64.0159.png 2 0.08 0.15
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 65.1498.png 2 0.07 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 65.2165.png 2 0.07 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 65.2832.png 2 0.08 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 65.3499.png 2 0.08 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 65.4166.png 2 0.08 0.14
No-MotionBlur/carla_data/00002/fog_night/Matrice-600-Pro=m210-rtk 65.4833.png 2 0.08 0.14
