# <seq_name> <frame.png> <n_obj> <zmin> <zmax>
# {"root": "D:/data_collect", "max_dist": 8.0, "mode": "all", "metric": "z", "min_z": 0.5, "max_objects": 0, "train_ratio": 0.8, "seed": 0}
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 4.8000.png 1 4.62 4.62
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 4.8667.png 1 4.65 4.65
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 4.9333.png 1 4.67 4.67
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.0000.png 1 4.69 4.69
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.0667.png 1 4.72 4.72
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.1333.png 1 4.74 4.74
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.2000.png 1 4.77 4.77
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.2667.png 1 4.79 4.79
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.3333.png 1 4.81 4.81
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.4000.png 1 4.84 4.84
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.4667.png 1 4.86 4.86
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.5333.png 1 4.89 4.89
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.6000.png 1 4.91 4.91
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.6667.png 1 4.94 4.94
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.7333.png 1 4.96 4.96
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.8000.png 1 4.98 4.98
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.8667.png 1 5.01 5.01
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 5.9333.png 1 5.03 5.03
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.0000.png 1 5.06 5.06
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.0667.png 1 5.08 5.08
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.1333.png 1 5.10 5.10
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.2000.png 1 5.13 5.13
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.2667.png 1 5.15 5.15
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.3333.png 1 5.18 5.18
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.4000.png 1 5.20 5.20
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.4667.png 1 5.23 5.23
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.5333.png 1 5.25 5.25
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.6000.png 1 5.27 5.27
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.6667.png 1 5.28 5.28
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.7333.png 1 5.30 5.30
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.8000.png 1 5.31 5.31
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.8667.png 1 5.33 5.33
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 6.9333.png 1 5.35 5.35
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.0000.png 1 5.36 5.36
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.0667.png 1 5.38 5.38
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.1333.png 1 5.39 5.39
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.2000.png 1 5.41 5.41
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.2667.png 1 5.42 5.42
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.3333.png 1 5.44 5.44
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.4000.png 1 5.46 5.46
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.4667.png 1 5.47 5.47
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.5333.png 1 5.49 5.49
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.6000.png 1 5.50 5.50
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.6667.png 1 5.52 5.52
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.7333.png 1 5.53 5.53
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.8000.png 1 5.55 5.55
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.8667.png 1 5.56 5.56
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 7.9333.png 1 5.58 5.58
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.0000.png 1 5.60 5.60
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.0667.png 1 5.61 5.61
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.1333.png 1 5.63 5.63
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.2000.png 1 5.64 5.64
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.2667.png 1 5.66 5.66
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.3333.png 1 5.67 5.67
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.4000.png 1 5.69 5.69
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.4667.png 1 5.70 5.70
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.5333.png 1 5.72 5.72
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.6000.png 1 5.74 5.74
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.6667.png 1 5.75 5.75
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.7333.png 1 5.77 5.77
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.8000.png 1 5.78 5.78
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.8667.png 1 5.80 5.80
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 8.9333.png 1 5.81 5.81
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.0000.png 1 5.88 5.88
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.0667.png 1 5.95 5.95
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.1333.png 1 6.01 6.01
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.2000.png 1 6.08 6.08
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.2667.png 1 6.15 6.15
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.3333.png 1 6.22 6.22
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.4000.png 1 6.28 6.28
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.4667.png 1 6.35 6.35
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.5333.png 1 6.41 6.41
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.6000.png 1 6.46 6.46
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.6667.png 1 6.52 6.52
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.7333.png 1 6.57 6.57
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.8000.png 1 6.63 6.63
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.8667.png 1 6.68 6.68
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 9.9333.png 1 6.74 6.74
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 10.0000.png 1 6.80 6.80
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 10.0667.png 1 6.85 6.85
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 10.1333.png 1 6.91 6.91
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 10.2000.png 1 6.96 6.96
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 10.2667.png 1 7.02 7.02
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 10.3333.png 1 7.07 7.07
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 10.4000.png 1 7.13 7.13
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 10.4667.png 1 2.06 2.06
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 10.5333.png 1 2.09 2.09
Demonstration_Capture/carla_data/00001/clear_day/DJI-avata2_up 10.6000.png 1 2.12 2.12
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.0000.png 1 2.32 2.32
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.0667.png 1 2.35 2.35
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.1333.png 1 2.37 2.37
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.2000.png 1 2.39 2.39
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.2667.png 1 2.42 2.42
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.3333.png 1 2.44 2.44
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.4000.png 1 2.46 2.46
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.4667.png 1 2.49 2.49
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.5333.png 1 2.50 2.50
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.6000.png 1 2.51 2.51
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.6667.png 1 2.52 2.52
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.7333.png 1 2.53 2.53
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.8000.png 1 2.54 2.54
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.8667.png 1 2.55 2.55
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 0.9333.png 1 2.56 2.56
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.0000.png 1 2.57 2.57
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.0667.png 1 2.59 2.59
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.1333.png 1 2.60 2.60
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.2000.png 1 2.62 2.62
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.2667.png 1 2.63 2.63
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.3333.png 1 2.64 2.64
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.4000.png 1 2.66 2.66
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.4667.png 1 2.67 2.67
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.5333.png 1 2.68 2.68
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.6000.png 1 2.69 2.69
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.6667.png 1 2.70 2.70
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.7333.png 1 2.72 2.72
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.8000.png 1 2.73 2.73
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.8667.png 1 2.74 2.74
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 1.9333.png 1 2.75 2.75
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.0000.png 1 2.76 2.76
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.0667.png 1 2.77 2.77
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.1333.png 1 2.79 2.79
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.2000.png 1 2.80 2.80
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.2667.png 1 2.81 2.81
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.3333.png 1 2.82 2.82
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.4000.png 1 2.83 2.83
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.4667.png 1 2.85 2.85
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.5333.png 1 2.86 2.86
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.6000.png 1 2.87 2.87
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.6667.png 1 2.88 2.88
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.7333.png 1 2.89 2.89
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.8000.png 1 2.91 2.91
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.8667.png 1 2.95 2.95
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 2.9333.png 1 2.98 2.98
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.0000.png 1 3.01 3.01
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.0667.png 1 3.05 3.05
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.1333.png 1 3.08 3.08
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.2000.png 1 3.12 3.12
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.2667.png 1 3.16 3.16
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.3333.png 1 3.19 3.19
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.4000.png 1 3.23 3.23
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.4667.png 1 3.27 3.27
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.5333.png 1 3.31 3.31
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.6000.png 1 3.36 3.36
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.6667.png 1 3.40 3.40
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.7333.png 1 3.45 3.45
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.8000.png 1 3.49 3.49
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.8667.png 1 3.54 3.54
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 3.9333.png 1 3.59 3.59
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.0000.png 1 3.64 3.64
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.0667.png 1 3.69 3.69
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.1333.png 1 3.72 3.72
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.2000.png 1 3.73 3.73
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.2667.png 1 3.74 3.74
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.3333.png 1 3.75 3.75
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.4000.png 1 3.76 3.76
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.4667.png 1 3.78 3.78
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.5333.png 1 3.79 3.79
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.6000.png 1 3.81 3.81
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.6667.png 1 3.82 3.82
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.7333.png 1 3.84 3.84
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.8000.png 1 3.85 3.85
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.8667.png 1 3.86 3.86
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 4.9333.png 1 3.88 3.88
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.0000.png 1 3.89 3.89
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.0667.png 1 3.90 3.90
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.1333.png 1 3.91 3.91
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.2000.png 1 3.93 3.93
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.2667.png 1 3.94 3.94
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.3333.png 1 3.95 3.95
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.4000.png 1 3.96 3.96
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.4667.png 1 3.98 3.98
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.5333.png 1 3.99 3.99
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.6000.png 1 4.00 4.00
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.6667.png 1 4.01 4.01
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.7333.png 1 4.03 4.03
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.8000.png 1 4.04 4.04
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.8667.png 1 4.05 4.05
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 5.9333.png 1 4.06 4.06
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.0000.png 1 4.08 4.08
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.0667.png 1 4.09 4.09
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.1333.png 1 4.10 4.10
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.2000.png 1 4.11 4.11
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.2667.png 1 4.13 4.13
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.3333.png 1 4.14 4.14
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.4000.png 1 4.16 4.16
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.4667.png 1 4.17 4.17
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.5333.png 1 4.19 4.19
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.6000.png 1 4.20 4.20
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.6667.png 1 4.22 4.22
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.7333.png 1 4.23 4.23
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.8000.png 1 4.25 4.25
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.8667.png 1 4.27 4.27
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 6.9333.png 1 4.28 4.28
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 7.0000.png 1 4.30 4.30
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 7.0667.png 1 4.31 4.31
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 7.1333.png 1 4.33 4.33
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 7.2000.png 1 4.34 4.34
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 7.2667.png 1 4.36 4.36
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 7.3333.png 1 4.38 4.38
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 7.4000.png 1 4.39 4.39
Demonstration_Capture/carla_data/00001/clear_day/DJI-mavic-mini 7.4667.png 1 4.41 4.41
