# <seq_name> <frame.png> <n_obj> <angmin> <angmax>
# {"root": "E:/data_collect", "max_dist": 36.0, "mode": "all", "metric": "angsize", "min_z": 0.5, "max_objects": 1, "train_ratio": 0.8, "seed": 0, "min_ang": 0.0724, "max_ang": 0.2005}
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 48.4162.png 1 0.18 0.18
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 48.4829.png 1 0.17 0.17
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 48.5496.png 1 0.15 0.15
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 48.6163.png 1 0.14 0.14
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 48.6830.png 1 0.14 0.14
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 48.7497.png 1 0.14 0.14
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 48.8164.png 1 0.13 0.13
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 48.8831.png 1 0.13 0.13
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 48.9498.png 1 0.13 0.13
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.0165.png 1 0.13 0.13
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.0832.png 1 0.13 0.13
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.1499.png 1 0.14 0.14
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.2166.png 1 0.14 0.14
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.2833.png 1 0.14 0.14
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.3500.png 1 0.14 0.14
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.4167.png 1 0.15 0.15
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.4834.png 1 0.15 0.15
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.5501.png 1 0.16 0.16
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.6168.png 1 0.17 0.17
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.6835.png 1 0.17 0.17
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.7502.png 1 0.18 0.18
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.8169.png 1 0.19 0.19
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 49.8836.png 1 0.20 0.20
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 51.2176.png 1 0.20 0.20
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 51.2843.png 1 0.19 0.19
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 51.3510.png 1 0.18 0.18
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 51.4177.png 1 0.18 0.18
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 51.4844.png 1 0.17 0.17
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 51.5511.png 1 0.16 0.16
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 51.6178.png 1 0.16 0.16
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 51.6845.png 1 0.15 0.15
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 51.7512.png 1 0.15 0.15
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 51.8179.png 1 0.14 0.14
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 51.8846.png 1 0.13 0.13
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 51.9513.png 1 0.13 0.13
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.0180.png 1 0.12 0.12
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.0847.png 1 0.12 0.12
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.1514.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.2181.png 1 0.10 0.10
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.2848.png 1 0.10 0.10
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.3515.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.4182.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.4849.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.5516.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.6183.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.6850.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.7517.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.8184.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.8851.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 52.9518.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.0185.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.0852.png 1 0.10 0.10
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.1519.png 1 0.10 0.10
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.2186.png 1 0.10 0.10
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.2853.png 1 0.10 0.10
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.3520.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.4187.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.4854.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.5521.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.6188.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.6855.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.7522.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.8189.png 1 0.12 0.12
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.8856.png 1 0.12 0.12
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 53.9523.png 1 0.12 0.12
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.0190.png 1 0.12 0.12
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.0857.png 1 0.12 0.12
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.1524.png 1 0.12 0.12
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.2191.png 1 0.12 0.12
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.2858.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.3525.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.4192.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.4859.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.5526.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.6193.png 1 0.10 0.10
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.6860.png 1 0.10 0.10
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.7527.png 1 0.10 0.10
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.8194.png 1 0.10 0.10
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.8861.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 54.9528.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 55.0195.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 55.0862.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 55.1529.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 55.2196.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 55.2863.png 1 0.07 0.07
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 55.6865.png 1 0.07 0.07
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 55.7532.png 1 0.07 0.07
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 55.8199.png 1 0.07 0.07
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 55.8866.png 1 0.07 0.07
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 55.9533.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.0200.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.0867.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.1534.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.2201.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.2868.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.3535.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.4202.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.4869.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.5536.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.6203.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.6870.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.7537.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.8204.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.8871.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 56.9538.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 57.0205.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 57.0872.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 57.1539.png 1 0.09 0.09
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 57.2206.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 57.2873.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 57.3540.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 57.4207.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 57.4874.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 57.5541.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/Matrice-600-Pro 57.6208.png 1 0.07 0.07
Town01_Opt/carla_data/00001/clear_night/drone-unk3 72.2581.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/drone-unk3 72.3248.png 1 0.10 0.10
Town01_Opt/carla_data/00001/clear_night/drone-unk3 72.3915.png 1 0.12 0.12
Town01_Opt/carla_data/00001/clear_night/drone-unk3 72.4582.png 1 0.16 0.16
Town01_Opt/carla_data/00001/clear_night/drone-unk3 73.7922.png 1 0.16 0.16
Town01_Opt/carla_data/00001/clear_night/drone-unk3 73.8589.png 1 0.13 0.13
Town01_Opt/carla_data/00001/clear_night/drone-unk3 73.9256.png 1 0.11 0.11
Town01_Opt/carla_data/00001/clear_night/drone-unk3 73.9923.png 1 0.10 0.10
Town01_Opt/carla_data/00001/clear_night/drone-unk3 74.0590.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/drone-unk3 74.1257.png 1 0.07 0.07
Town01_Opt/carla_data/00001/clear_night/m210-rtk 48.5720.png 1 0.07 0.07
Town01_Opt/carla_data/00001/clear_night/m210-rtk 48.6387.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/m210-rtk 48.7054.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/m210-rtk 48.7721.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/m210-rtk 48.8388.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/m210-rtk 48.9055.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/m210-rtk 48.9722.png 1 0.08 0.08
Town01_Opt/carla_data/00001/clear_night/m210-rtk 49.0389.png 1 0.07 0.07
Town01_Opt/carla_data/00001/clear_night/m210-rtk 49.1056.png 1 0.07 0.07
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 46.2908.png 1 0.07 0.07
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 46.3575.png 1 0.08 0.08
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 46.4242.png 1 0.08 0.08
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 46.4909.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 46.5576.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 46.6243.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 46.6910.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 46.7577.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 46.8244.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 46.8911.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 46.9578.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 47.0245.png 1 0.08 0.08
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 47.0912.png 1 0.08 0.08
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 47.1579.png 1 0.08 0.08
Town01_Opt/carla_data/00001/fog_night/DJI-mavic-mini 47.2246.png 1 0.07 0.07
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.1935.png 1 0.19 0.19
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.2602.png 1 0.18 0.18
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.3269.png 1 0.16 0.16
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.3936.png 1 0.15 0.15
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.4603.png 1 0.14 0.14
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.5270.png 1 0.14 0.14
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.5937.png 1 0.14 0.14
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.6604.png 1 0.13 0.13
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.7271.png 1 0.13 0.13
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.7938.png 1 0.13 0.13
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.8605.png 1 0.13 0.13
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.9272.png 1 0.14 0.14
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 48.9939.png 1 0.14 0.14
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 49.0606.png 1 0.14 0.14
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 49.1273.png 1 0.14 0.14
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 49.1940.png 1 0.15 0.15
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 49.2607.png 1 0.15 0.15
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 49.3274.png 1 0.16 0.16
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 49.3941.png 1 0.16 0.16
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 49.4608.png 1 0.17 0.17
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 49.5275.png 1 0.18 0.18
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 49.5942.png 1 0.19 0.19
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 49.6609.png 1 0.19 0.19
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 49.7276.png 1 0.20 0.20
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 50.9949.png 1 0.19 0.19
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.0616.png 1 0.19 0.19
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.1283.png 1 0.18 0.18
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.1950.png 1 0.17 0.17
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.2617.png 1 0.17 0.17
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.3284.png 1 0.16 0.16
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.3951.png 1 0.16 0.16
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.4618.png 1 0.15 0.15
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.5285.png 1 0.14 0.14
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.5952.png 1 0.14 0.14
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.6619.png 1 0.13 0.13
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.7286.png 1 0.13 0.13
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.7953.png 1 0.12 0.12
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.8620.png 1 0.12 0.12
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.9287.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 51.9954.png 1 0.10 0.10
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.0621.png 1 0.10 0.10
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.1288.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.1955.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.2622.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.3289.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.3956.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.4623.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.5290.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.5957.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.6624.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.7291.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.7958.png 1 0.10 0.10
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.8625.png 1 0.10 0.10
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.9292.png 1 0.10 0.10
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 52.9959.png 1 0.10 0.10
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.0626.png 1 0.10 0.10
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.1293.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.1960.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.2627.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.3294.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.3961.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.4628.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.5295.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.5962.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.6629.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.7296.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.7963.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.8630.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.9297.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 53.9964.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.0631.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.1298.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.1965.png 1 0.11 0.11
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.2632.png 1 0.10 0.10
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.3299.png 1 0.10 0.10
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.3966.png 1 0.10 0.10
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.4633.png 1 0.10 0.10
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.5300.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.5967.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.6634.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.7301.png 1 0.09 0.09
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.7968.png 1 0.08 0.08
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.8635.png 1 0.08 0.08
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.9302.png 1 0.08 0.08
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 54.9969.png 1 0.07 0.07
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 55.3304.png 1 0.07 0.07
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 55.3971.png 1 0.07 0.07
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 55.4638.png 1 0.07 0.07
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 55.5305.png 1 0.07 0.07
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 55.5972.png 1 0.07 0.07
Town01_Opt/carla_data/00001/fog_night/Matrice-600-Pro 55.6639.png 1 0.08 0.08
